13,15,19,22,11,15,29,18,13,29,22,2,1,19,28,30,12,14,6,15,2,10,14,24,23,19,10,1,28,11,22,13,11,13,30,7,22,4,7,8,17,3,4,20,22,17,10,24,5,16,10,16,22,30,2,13,6,20,7,12,21,6,10,21,29,11,16,9,3,5,26,27,8,17,15,25,14,1,25,18,15,22,16,24,9,1,26,4,6,18,24,24,15,28,2,10,14,4,11,3,
24,9,18,21,1,19,4,30,2,13,15,24,15,3,8,25,4,5,11,19,7,17,4,17,6,17,3,29,16,10,12,26,20,23,19,16,23,2,12,6,6,19,18,10,23,1,2,16,23,8,6,3,23,16,17,26,16,10,14,23,22,16,19,22,5,24,4,11,3,15,7,17,16,15,14,3,27,10,21,27,9,22,2,28,2,7,8,6,21,28,27,28,29,3,30,27,24,1,28,29,
8,12,19,4,6,13,4,20,4,24,15,5,17,11,28,1,27,20,13,7,19,8,16,4,25,15,8,19,4,13,15,18,21,20,9,14,24,7,7,2,2,4,7,10,17,24,8,19,24,8,20,20,7,29,4,10,23,8,14,23,5,4,4,7,11,3,17,25,3,25,15,30,29,10,8,30,24,15,22,17,8,5,19,18,16,8,3,8,2,29,25,26,30,26,28,19,28,4,10,6,
9,14,29,22,13,1,22,10,14,24,2,5,27,23,8,17,13,9,18,20,2,4,26,19,25,28,5,19,14,26,28,2,12,22,14,4,23,11,26,30,30,29,26,29,23,24,28,11,24,12,8,17,18,21,5,21,28,12,7,15,13,27,20,25,14,22,1,23,10,13,2,19,3,2,11,16,5,4,13,18,14,4,29,23,2,30,5,28,26,16,25,13,8,25,10,20,20,19,2,11,
17,14,1,22,27,12,3,24,6,18,27,14,10,1,13,27,23,11,21,28,26,4,20,28,11,6,5,22,8,4,25,21,30,11,30,5,24,11,27,16,10,1,23,19,8,29,13,19,14,2,26,11,9,6,20,7,3,13,11,2,16,24,21,2,21,23,17,27,14,20,3,30,8,30,13,7,12,20,2,27,27,2,12,23,5,8,28,13,25,19,29,29,15,4,25,15,22,25,20,27,
7,27,25,24,17,19,16,25,4,2,9,8,19,27,22,6,7,24,22,3,8,27,25,13,21,2,7,7,27,3,1,30,4,24,30,21,23,25,14,4,13,10,7,14,25,3,17,8,13,18,16,6,29,22,4,28,25,27,24,4,7,11,6,26,16,25,2,28,15,4,26,17,19,2,22,1,3,28,13,18,6,28,15,2,21,5,16,2,6,24,11,2,30,5,26,15,5,6,15,13,
5,3,7,16,19,28,28,22,27,29,24,23,8,23,18,30,26,7,11,8,9,27,6,7,15,19,4,12,14,20,8,17,4,20,13,14,11,27,17,22,22,14,20,7,16,19,13,16,26,2,24,13,21,20,6,30,30,9,22,15,27,30,27,1,19,3,23,22,5,19,21,18,25,3,28,26,14,16,30,18,19,2,6,3,12,8,26,2,28,25,11,3,1,15,23,26,14,12,25,8,
30,18,10,17,30,30,2,21,26,23,10,1,2,3,14,13,29,24,14,8,7,2,14,21,7,6,23,30,27,29,8,3,29,28,18,30,29,26,17,5,1,16,25,2,26,9,15,30,25,3,30,29,1,13,10,3,13,28,16,16,8,19,21,27,24,18,20,11,8,30,18,30,28,8,17,17,25,3,22,11,20,22,1,9,29,21,3,2,30,26,9,5,23,9,30,25,21,30,5,20,
10,20,15,19,16,15,9,3,2,10,26,17,11,21,21,11,5,13,27,18,6,1,7,27,22,13,12,6,2,16,6,29,23,23,7,8,15,29,7,18,13,4,11,15,14,22,5,26,16,24,24,15,5,30,16,28,26,24,13,19,23,14,7,7,4,7,13,4,16,14,24,27,29,11,26,25,13,22,8,26,1,24,6,21,15,1,5,14,6,3,10,24,4,13,7,18,20,7,15,3,
30,19,18,8,22,21,3,13,23,15,23,21,6,14,21,19,11,1,12,8,30,24,24,7,23,7,11,2,26,23,18,6,8,26,9,14,24,18,21,24,10,15,6,25,26,19,6,14,24,20,4,27,24,1,23,26,4,18,11,19,25,22,21,22,28,1,18,18,25,23,1,25,12,7,19,30,10,21,3,24,30,18,5,10,19,17,7,12,29,17,17,24,11,9,22,6,24,11,2,8,
2,22,25,11,18,12,2,24,12,15,18,22,23,1,7,21,14,25,19,18,11,22,12,12,29,5,30,21,7,4,12,15,23,2,9,3,29,24,24,30,16,19,11,2,26,9,30,30,21,18,16,2,2,27,23,24,6,10,15,16,3,29,12,8,6,21,9,24,21,14,1,20,29,26,26,18,18,28,14,6,22,12,15,9,1,19,6,18,16,6,2,26,5,3,16,22,29,21,19,7,
14,3,14,11,12,2,30,16,26,27,23,15,2,29,22,27,14,17,9,16,17,1,26,3,13,4,13,22,18,29,14,17,23,30,4,30,1,1,30,8,27,23,17,18,3,24,20,12,6,8,23,21,17,21,4,18,1,19,6,19,16,20,28,20,3,24,11,25,12,10,30,18,22,25,20,13,30,27,26,18,5,3,8,12,25,16,27,12,22,14,7,11,3,28,27,6,5,6,22,17,
25,10,20,21,8,24,11,30,16,8,5,8,28,23,23,29,27,19,20,12,21,2,25,12,22,5,17,8,3,22,10,15,16,27,12,3,23,1,3,26,13,29,1,20,23,23,10,23,25,12,25,8,26,18,22,6,13,4,28,22,12,25,21,17,7,10,4,17,1,19,30,2,24,30,14,14,16,25,4,22,30,3,10,9,4,1,11,17,25,30,15,16,24,7,19,30,12,18,10,4,
16,7,30,19,26,25,24,5,29,8,3,18,7,15,10,24,4,4,30,17,22,18,22,20,29,14,18,23,24,5,26,20,8,20,25,2,27,6,29,21,17,24,22,24,4,11,10,25,9,9,19,24,9,9,10,24,13,10,17,13,15,20,22,4,22,25,1,24,11,27,30,18,4,6,18,19,30,12,20,15,21,10,2,16,6,27,9,6,17,16,13,2,17,25,28,6,3,5,29,22,
15,7,21,19,18,24,29,14,15,5,2,29,9,10,28,7,10,13,14,29,20,5,11,17,13,10,7,29,9,5,10,30,27,14,2,24,14,29,23,1,27,8,18,1,24,8,20,30,9,1,9,28,28,10,27,4,14,8,23,29,7,9,27,30,10,23,5,5,15,20,10,29,11,24,14,5,1,11,14,9,3,17,10,4,16,12,23,7,24,30,14,27,1,8,15,27,11,17,15,9,
1,10,6,24,29,25,13,7,10,2,27,2,2,1,17,7,9,30,27,22,12,4,15,10,15,18,16,25,29,27,9,11,15,10,8,15,19,11,29,1,22,27,26,25,17,1,3,5,9,22,30,13,5,12,30,4,21,4,19,24,10,14,13,12,16,16,16,23,1,25,2,4,16,12,18,15,8,23,12,7,14,19,2,2,22,15,30,4,12,27,9,9,7,25,25,19,19,22,10,1,
26,8,27,2,27,10,11,30,27,5,27,16,5,10,30,29,19,17,8,2,6,30,23,13,2,20,19,23,7,9,17,30,6,14,7,7,20,22,11,7,28,10,1,14,8,30,23,12,11,16,28,27,1,26,20,26,16,19,22,15,12,9,4,25,6,10,23,4,22,8,8,2,6,7,30,13,6,27,18,29,29,19,26,8,5,8,14,3,5,22,17,27,7,3,30,19,17,25,19,11,
19,8,1,17,12,23,7,15,27,21,29,1,17,2,4,9,15,24,28,17,11,10,25,5,30,8,22,6,23,5,14,18,26,8,14,9,24,17,2,10,25,2,11,25,20,24,1,4,27,14,12,13,25,15,19,20,28,23,16,6,28,1,8,12,23,14,13,4,18,5,15,30,11,11,11,10,3,4,11,24,7,13,1,3,20,2,6,16,17,20,6,8,1,14,7,26,14,11,10,25,
18,21,17,17,26,9,24,24,7,7,20,21,7,25,5,3,21,15,9,18,12,20,20,28,30,28,21,27,11,17,21,5,2,24,25,11,16,29,23,26,26,19,4,20,11,6,4,2,22,17,16,9,1,15,26,15,12,12,1,21,11,19,9,14,13,10,22,18,20,29,23,21,22,25,6,29,23,9,7,29,17,2,26,23,30,23,21,8,14,24,17,19,4,6,3,13,25,21,29,5,
1,28,9,27,2,16,23,11,9,14,3,18,20,4,20,21,20,2,25,30,22,25,30,19,4,23,5,7,2,27,13,14,12,23,11,14,10,21,18,17,28,16,24,6,17,3,23,6,17,1,12,20,24,2,15,21,9,17,12,22,6,29,16,1,25,12,11,26,20,26,21,6,25,28,20,15,24,10,4,9,25,1,7,30,2,13,12,8,29,5,15,13,1,23,23,22,9,13,9,21,
5,29,15,8,6,27,19,27,11,8,28,11,11,2,10,7,27,25,20,10,23,10,28,15,9,11,13,17,25,12,6,11,15,7,10,27,25,26,29,4,26,29,28,27,20,10,4,25,22,2,12,2,7,8,15,22,24,25,21,1,16,16,15,8,27,25,13,13,15,14,21,18,10,29,14,29,5,23,6,12,29,4,21,22,3,29,18,15,29,4,11,16,28,25,25,22,5,17,7,11,
1,18,10,17,22,23,4,22,7,22,29,14,26,30,3,26,8,30,23,21,11,8,29,2,2,30,4,11,17,2,2,10,9,30,11,16,8,13,4,9,13,3,8,9,8,23,25,8,26,19,25,30,19,8,4,4,29,30,29,15,20,8,16,20,7,16,24,26,12,22,15,8,13,2,28,11,19,29,3,5,11,23,25,11,5,16,2,13,13,11,5,11,4,23,10,28,26,23,12,17,
5,26,19,19,16,10,5,1,16,3,16,24,4,6,20,21,30,11,28,11,20,26,2,27,14,13,8,24,14,14,24,2,8,1,26,17,8,1,21,28,19,22,28,11,9,23,25,7,19,9,9,28,28,18,4,15,17,17,26,11,2,20,3,24,20,1,11,18,16,1,22,23,22,6,8,13,2,12,7,8,17,26,7,9,10,5,26,28,27,15,25,10,16,19,17,26,11,29,8,1,
12,26,12,6,29,28,21,8,9,11,24,8,29,20,29,9,7,8,24,16,14,10,5,29,6,15,21,9,20,16,10,22,15,14,28,27,26,23,3,18,8,13,9,9,3,6,12,30,20,20,22,12,14,4,26,9,18,3,12,7,5,18,16,12,27,16,30,22,27,24,28,29,29,10,15,11,6,26,2,3,4,12,17,14,8,10,6,17,17,19,23,23,17,25,30,15,29,23,21,18,
26,28,13,15,7,19,3,7,15,14,10,20,22,23,8,15,3,19,3,16,15,7,23,3,23,3,24,7,20,12,7,5,6,1,4,20,22,25,17,20,13,26,11,12,18,17,22,16,15,29,27,21,21,29,18,26,28,16,4,29,26,25,7,17,5,27,9,22,9,29,28,15,11,9,25,24,2,11,29,18,4,24,30,20,4,18,14,29,5,6,29,13,18,17,1,18,15,16,22,6,
5,29,22,13,16,23,3,22,26,5,25,11,14,12,28,14,8,1,24,16,14,18,2,24,26,23,24,6,8,17,9,16,12,14,15,15,30,24,23,30,16,21,5,20,14,26,9,30,2,7,21,12,18,6,11,10,25,10,20,17,6,23,8,22,24,8,11,21,11,12,25,18,14,20,22,30,2,6,19,10,12,16,10,25,19,27,18,28,30,12,10,13,13,10,24,8,25,25,16,13,
8,20,14,3,12,17,24,5,10,6,10,15,26,16,5,19,12,6,6,9,21,13,1,25,26,22,2,23,13,8,9,8,30,30,5,25,18,22,19,17,26,5,12,23,9,30,27,28,15,7,30,17,11,11,6,17,28,2,2,3,11,10,9,6,26,10,22,13,21,4,6,24,29,13,7,17,17,26,17,17,2,9,5,10,8,5,5,8,3,23,12,19,20,4,14,23,5,25,26,11,
16,29,16,22,13,27,5,25,25,6,15,3,6,9,30,2,18,19,24,25,11,1,6,2,27,19,1,14,16,13,17,4,24,26,13,17,6,27,24,18,7,30,20,10,7,13,27,27,20,6,13,24,5,23,15,29,13,2,26,2,21,1,21,22,29,20,26,11,5,12,17,19,20,12,17,23,14,8,23,11,6,20,2,21,6,8,11,21,8,24,15,1,18,13,1,12,22,9,17,14,
22,22,9,21,8,11,20,14,28,18,27,18,21,28,23,10,11,20,30,1,7,30,25,28,12,23,10,2,6,4,29,2,20,16,10,24,4,30,1,6,2,11,12,16,26,10,11,17,18,22,21,25,4,18,3,14,22,23,8,30,5,28,12,12,22,15,24,2,14,23,10,17,13,1,28,19,12,20,13,11,1,7,2,17,25,19,16,3,29,15,21,12,5,3,10,6,23,16,27,25,
7,5,15,28,26,25,12,28,5,17,21,21,13,15,19,9,27,2,9,3,12,19,3,17,13,17,14,25,3,8,6,12,30,27,30,20,20,5,4,20,4,18,4,23,29,14,12,22,2,11,3,6,30,22,8,7,16,3,12,18,5,8,30,10,25,14,5,1,23,13,21,14,10,18,1,7,6,16,27,4,24,9,5,10,9,25,17,15,22,11,13,7,7,6,27,1,7,14,2,15,
19,21,5,27,20,1,22,28,1,10,5,25,12,25,8,19,6,13,15,12,21,29,27,16,23,12,4,23,30,24,7,14,15,8,6,6,23,14,22,30,25,12,19,10,1,26,22,26,12,11,29,23,5,6,12,11,10,1,13,16,9,6,24,2,12,13,8,3,21,15,11,14,17,17,14,19,7,1,27,24,19,27,4,7,9,18,10,9,7,28,27,26,2,17,14,20,27,28,30,10,
17,8,30,19,4,22,5,15,16,23,26,14,1,15,29,7,13,25,21,29,16,6,24,9,3,11,6,5,20,13,23,22,4,9,13,27,25,2,18,7,16,5,24,21,26,4,21,20,3,17,22,29,9,26,15,14,19,26,25,28,10,19,21,1,2,1,20,8,30,30,14,5,1,4,20,27,26,26,23,10,25,22,27,30,22,17,10,2,17,8,18,29,10,26,27,27,23,2,24,7,
9,22,16,29,11,5,9,15,23,22,24,1,25,15,4,14,15,20,29,27,9,6,19,9,27,17,4,11,8,16,14,20,4,6,28,21,24,7,5,1,17,22,27,13,26,26,3,1,29,5,12,13,17,4,7,9,22,23,27,25,26,30,6,30,11,6,7,11,26,27,10,29,23,2,10,17,25,1,14,12,19,2,11,3,24,6,25,13,2,9,28,22,19,25,16,18,12,12,22,2,
5,19,18,6,18,5,10,9,22,16,2,9,28,22,6,15,13,23,7,4,14,1,5,28,16,24,2,26,27,8,19,12,23,12,8,2,27,4,14,21,9,28,27,16,15,1,29,25,6,1,20,25,29,25,29,20,11,18,5,4,24,23,16,27,26,25,3,26,11,2,18,5,4,17,29,9,21,15,21,21,13,8,9,26,27,17,15,8,22,3,27,20,29,30,20,13,27,1,10,22,
7,11,9,28,26,3,28,5,6,7,18,17,28,9,9,6,11,21,30,21,7,23,6,25,28,8,9,14,10,11,9,24,24,26,17,17,11,11,19,17,10,2,10,14,4,3,4,23,2,21,16,2,10,21,12,4,10,25,18,26,19,26,2,18,9,28,12,14,26,11,5,29,18,4,20,14,10,9,7,24,8,6,10,11,10,11,29,23,29,12,2,29,25,25,14,13,23,12,7,15,
3,18,28,21,23,20,9,28,1,15,5,10,4,26,29,28,10,9,21,22,7,18,8,16,1,21,15,16,22,17,4,15,19,14,10,18,3,25,2,4,30,11,17,26,13,23,3,19,18,1,9,3,23,30,2,25,29,2,24,3,12,14,4,26,12,1,30,14,22,14,14,28,18,22,9,13,26,4,12,29,13,28,10,22,25,3,18,12,21,4,17,24,22,17,5,16,12,7,9,18,
24,21,4,25,12,25,26,18,17,1,8,2,28,21,6,14,21,16,1,8,24,19,11,30,5,5,17,22,26,29,21,8,5,3,13,14,1,9,16,21,17,14,12,15,2,3,25,5,26,16,2,17,3,11,27,11,28,22,6,14,11,29,20,13,3,2,27,25,13,15,21,5,1,3,28,13,7,20,13,27,28,12,11,7,17,2,7,11,10,24,19,11,4,17,3,27,6,3,13,6,
27,1,12,7,28,30,25,24,29,21,14,15,22,20,28,7,18,19,19,22,13,9,8,12,2,30,22,6,11,21,14,28,11,3,4,18,13,6,21,24,23,27,14,27,14,23,24,27,10,3,29,19,23,7,5,10,16,30,14,27,13,14,9,30,25,4,9,16,1,25,17,16,25,11,18,30,25,9,27,6,3,8,16,12,22,18,13,5,14,14,28,4,2,24,14,23,1,6,20,25,
28,23,13,21,25,18,30,17,19,13,18,22,3,24,26,12,5,12,24,6,12,4,28,3,12,10,26,3,20,22,4,6,25,14,10,29,5,17,13,7,28,24,16,3,2,25,6,3,12,24,29,12,30,13,29,21,12,13,14,5,26,10,12,16,10,28,13,2,21,22,8,13,8,4,9,10,15,4,9,29,4,16,11,11,21,5,17,17,19,10,18,6,11,20,13,21,2,12,15,21,
24,18,14,12,11,4,3,15,26,23,9,18,30,3,26,6,7,10,4,16,27,13,7,17,11,4,23,7,20,16,20,26,15,29,20,28,14,9,11,13,15,15,21,3,12,9,20,23,29,8,4,16,3,6,30,22,16,27,18,13,26,12,9,18,29,8,12,11,14,28,26,16,29,16,3,26,3,8,20,5,21,18,13,14,14,21,23,28,18,12,1,10,20,28,7,24,2,4,3,1,
2,22,25,14,15,3,14,6,14,8,7,17,1,1,12,6,24,1,23,11,9,28,20,6,3,1,18,2,9,4,8,19,1,3,9,28,16,12,2,10,13,14,28,10,11,16,6,26,28,14,12,3,22,15,7,23,17,5,13,24,5,30,18,11,3,29,4,4,9,18,4,30,11,12,24,16,24,11,10,4,28,28,15,2,20,16,17,9,24,12,13,2,18,18,2,24,10,10,5,21,
12,6,24,11,23,14,19,7,16,20,26,30,22,30,26,8,22,12,20,10,26,16,17,1,2,9,20,29,3,6,3,28,30,11,3,10,20,16,18,6,27,13,15,20,3,19,30,17,13,25,9,26,10,19,12,19,30,20,27,1,21,10,5,1,26,12,24,2,2,10,27,28,1,25,25,10,8,10,30,30,28,20,18,17,10,16,11,20,29,5,20,21,8,9,22,2,24,24,16,10,
7,23,18,23,30,13,14,28,13,9,10,21,24,11,30,24,17,29,9,4,27,1,1,22,1,12,20,18,10,27,9,27,7,14,5,28,20,11,8,29,10,21,1,15,30,15,11,29,19,18,26,29,7,30,18,13,11,7,14,8,18,17,3,12,3,8,5,3,1,28,9,19,13,18,17,3,28,16,24,4,27,27,4,6,30,29,2,12,19,4,6,22,27,11,25,15,10,6,20,16,
1,6,23,14,11,5,2,4,20,29,18,30,2,11,30,27,18,8,18,15,17,26,2,16,8,8,19,23,13,2,13,6,29,9,10,1,24,7,27,13,16,11,7,15,24,12,25,3,19,15,20,30,8,28,12,6,12,26,20,24,5,21,28,3,3,3,18,4,25,11,24,2,14,5,8,3,5,29,27,15,7,15,20,12,8,1,29,12,8,28,6,26,13,4,25,2,11,30,5,10,
6,9,1,1,8,16,24,27,1,27,12,21,8,8,9,30,2,24,17,26,17,30,26,23,19,30,1,9,9,5,18,12,2,29,12,10,11,9,12,8,23,25,1,6,25,13,13,15,24,27,22,5,27,7,26,8,6,4,7,23,15,12,16,10,27,9,7,25,13,4,22,11,11,5,21,3,5,9,1,11,23,27,10,16,20,7,8,15,8,18,8,27,25,1,8,7,21,5,22,25,
20,3,15,5,4,29,1,2,8,7,2,29,22,18,10,12,11,9,25,6,29,14,26,6,24,24,8,18,7,17,23,1,19,18,21,1,28,4,25,26,3,13,2,17,25,2,10,20,19,5,30,6,6,8,25,21,24,17,30,15,9,24,13,10,29,20,20,22,23,10,4,27,12,28,15,12,11,6,16,7,28,30,11,4,10,2,8,18,29,2,13,19,24,3,2,25,21,11,7,25,
11,1,7,30,23,4,9,21,29,9,6,25,11,29,21,20,14,20,19,8,5,28,27,18,30,9,11,7,26,9,4,16,30,2,20,27,23,28,6,27,2,19,15,20,23,2,10,10,20,25,18,1,18,21,29,2,25,22,28,18,6,9,12,28,29,13,13,21,3,19,12,26,20,9,14,14,25,11,10,4,14,27,16,16,18,18,3,18,5,17,2,2,25,24,5,20,13,27,5,18,
20,22,16,17,18,20,6,24,12,8,14,27,13,1,20,14,12,8,17,20,8,20,3,18,23,26,17,29,26,14,17,4,25,15,2,9,5,5,9,13,22,28,9,25,28,5,11,1,22,23,3,6,23,5,9,19,15,3,10,13,15,3,2,23,12,3,8,22,30,15,4,10,9,13,14,14,11,13,20,3,22,23,15,1,14,24,9,17,6,10,22,30,24,26,25,3,17,28,11,1,
7,21,23,7,8,29,13,21,12,14,19,7,11,11,30,8,24,7,5,23,5,24,21,19,18,27,14,21,23,22,10,25,14,18,26,5,1,18,7,7,24,17,24,1,1,7,26,23,13,20,14,15,17,18,17,6,1,6,22,16,24,30,1,1,18,27,16,18,29,11,23,21,9,27,1,6,21,16,11,18,19,5,18,18,16,8,26,18,29,22,22,15,7,1,24,21,16,23,15,11,
27,29,4,21,13,10,29,7,25,29,10,20,7,1,12,29,6,17,3,10,13,24,8,9,15,2,29,24,1,13,10,4,17,3,23,20,15,13,19,3,3,17,24,19,28,21,12,15,3,17,17,21,27,13,27,24,28,28,11,11,24,27,17,23,11,14,16,15,20,23,17,28,17,6,23,2,13,20,16,19,27,1,11,5,1,21,12,6,5,3,15,24,25,26,3,22,17,5,11,2,
24,16,10,30,7,14,27,10,6,15,30,14,9,17,13,18,23,12,8,27,12,25,26,11,23,1,9,13,5,18,8,1,1,5,22,29,29,4,12,14,2,4,4,21,30,18,7,18,29,13,25,14,23,16,3,25,24,2,23,7,30,26,5,25,26,17,6,20,13,24,30,16,12,19,9,7,18,7,7,5,19,6,29,25,19,27,27,11,8,1,28,15,8,2,29,27,29,14,13,20,
13,23,9,24,2,16,26,4,28,9,28,3,21,10,26,12,5,2,9,27,5,24,15,5,26,16,20,8,30,23,14,8,26,1,28,22,8,13,18,8,11,28,15,12,4,23,3,18,7,3,30,29,17,5,11,24,19,14,24,30,13,6,29,19,14,28,11,17,3,13,14,30,16,15,14,11,28,26,11,28,15,9,1,2,19,7,8,25,10,28,9,11,2,26,7,19,13,26,8,21,
16,30,19,2,15,7,5,25,29,27,3,13,20,20,28,8,22,5,11,29,13,2,29,19,20,17,4,9,14,19,27,9,21,18,27,22,7,26,14,13,28,27,11,25,21,24,5,2,19,11,26,4,8,26,21,17,18,8,15,3,3,24,8,19,12,2,16,21,17,28,17,10,30,11,29,8,25,13,4,28,25,24,15,11,19,18,28,10,18,13,11,24,1,24,7,30,25,14,18,29,
3,20,13,5,12,23,1,4,6,20,23,26,8,2,14,16,11,29,23,13,3,23,18,18,27,11,13,14,10,2,11,3,27,23,5,23,7,12,15,3,16,23,14,15,18,29,20,2,20,14,23,29,21,12,19,30,14,11,18,13,13,17,5,30,19,14,29,2,9,9,12,16,21,25,3,8,1,6,16,9,18,24,17,13,10,11,10,26,25,21,19,7,12,21,21,28,19,25,21,15,
28,4,7,28,25,10,7,5,17,16,8,27,8,27,26,16,26,10,3,20,25,9,12,9,19,21,15,12,19,12,25,21,29,22,18,22,7,19,21,7,10,30,4,9,25,19,1,26,17,22,21,16,25,25,27,5,23,13,10,20,20,9,16,10,9,7,13,27,25,22,21,18,23,23,5,12,3,22,28,4,11,11,6,21,23,18,10,7,13,4,30,5,14,22,6,15,14,28,11,9,
27,13,14,25,21,16,1,1,2,24,22,9,13,2,10,9,21,10,20,24,30,3,28,22,30,24,10,15,18,17,22,6,12,4,13,28,12,19,28,25,25,4,3,3,23,18,22,30,10,26,30,17,4,13,6,16,22,24,6,11,4,28,24,10,21,19,28,23,7,9,8,30,26,27,15,10,7,1,7,26,14,10,10,2,22,22,3,14,2,29,25,4,30,30,20,11,4,16,12,30,
8,5,3,3,4,11,9,2,12,3,24,23,17,2,29,30,30,2,27,18,9,15,30,1,16,30,7,10,25,16,5,6,4,27,22,5,15,23,22,13,17,17,7,5,17,1,25,1,6,23,18,21,19,11,14,20,27,26,20,25,1,26,2,5,12,17,30,29,18,25,21,10,22,7,15,1,13,9,17,30,11,15,15,25,5,1,21,30,8,13,4,26,6,23,17,4,7,17,20,25,
13,22,12,5,23,9,4,5,10,8,5,9,29,3,24,13,5,28,4,6,11,29,21,19,23,1,18,25,7,26,10,3,18,7,1,4,11,16,5,4,22,7,21,13,19,20,15,18,13,5,8,18,25,22,28,8,4,4,28,6,29,3,6,21,8,11,10,24,1,27,7,11,9,6,17,3,20,29,23,22,2,14,17,3,4,6,29,11,5,28,30,20,25,23,14,24,12,28,20,9,
28,20,15,15,23,26,22,4,13,27,12,11,20,27,27,9,16,7,2,5,3,14,28,16,28,14,17,17,27,2,9,19,6,30,18,24,23,2,28,28,30,7,1,25,3,3,23,19,12,20,6,25,16,21,24,14,25,22,6,22,11,2,25,16,7,7,11,17,22,23,30,3,19,29,28,21,30,26,5,20,29,8,15,19,22,12,19,7,5,26,18,4,28,27,9,14,27,20,28,6,
